frame_idx,time_s,shift_px,position_mm
314,0.785,3.4959,0.016057
315,0.7875,3.8502,0.017684
316,0.79,3.7781,0.017353
317,0.7925,3.6806,0.016905
318,0.795,3.3716,0.015486
319,0.7975,3.414,0.01568
320,0.8,3.5553,0.016329
321,0.8025,3.2627,0.014986
322,0.805,3.1391,0.014418
323,0.8075,2.9809,0.013692
324,0.81,2.3345,0.010723
325,0.8125,2.9354,0.013482
326,0.815,2.993,0.013747
327,0.8175,2.5224,0.011585
328,0.82,2.899,0.013315
329,0.8225,2.809,0.012902
330,0.825,3.2426,0.014893
331,0.8275,3.3825,0.015536
332,0.83,3.1394,0.014419
333,0.8325,3.2657,0.014999
334,0.835,3.5752,0.016421
335,0.8375,3.5556,0.016331
336,0.84,3.0615,0.014061
337,0.8425,2.874,0.0132
338,0.845,2.5836,0.011867
339,0.8475,2.4556,0.011279
340,0.85,2.1112,0.009697
341,0.8525,1.8914,0.008687
342,0.855,1.8833,0.00865
343,0.8575,1.9993,0.009183
344,0.86,2.2559,0.010361
345,0.8625,2.0156,0.009257
346,0.865,1.9187,0.008813
347,0.8675,1.7944,0.008242
348,0.87,1.7418,0.008
349,0.8725,1.8191,0.008355
350,0.875,1.3657,0.006273
351,0.8775,1.344,0.006173
352,0.88,1.4543,0.00668
353,0.8825,1.7875,0.00821
354,0.885,2.1832,0.010027
355,0.8875,2.1097,0.00969
356,0.89,2.0096,0.00923
357,0.8925,2.5794,0.011847
358,0.895,3.128,0.014367
359,0.8975,3.0111,0.01383
360,0.9,2.9559,0.013577
361,0.9025,3.4555,0.015871
362,0.905,3.4496,0.015844
363,0.9075,3.4717,0.015945
364,0.91,3.5579,0.016342
365,0.9125,3.6387,0.016712
366,0.915,3.3758,0.015505
367,0.9175,3.2547,0.014949
368,0.92,3.1895,0.014649
369,0.9225,3.161,0.014518
370,0.925,2.9257,0.013438
371,0.9275,3.0419,0.013971
372,0.93,2.6413,0.012131
373,0.9325,2.6731,0.012278
374,0.935,2.6154,0.012013
375,0.9375,3.0437,0.01398
376,0.94,3.336,0.015322
377,0.9425,3.2714,0.015026
378,0.945,3.0683,0.014093
379,0.9475,2.4907,0.01144
380,0.95,2.7602,0.012677
381,0.9525,2.7975,0.012849
382,0.955,2.4428,0.01122
383,0.9575,2.0062,0.009214
384,0.96,2.3173,0.010643
385,0.9625,2.3271,0.010688
386,0.965,2.2294,0.01024
387,0.9675,1.7295,0.007944
388,0.97,1.5611,0.00717
389,0.9725,1.6767,0.007701
390,0.975,1.7194,0.007897
391,0.9775,1.6,0.007349
392,0.98,1.2315,0.005656
393,0.9825,1.6387,0.007527
394,0.985,2.0536,0.009432
395,0.9875,1.9993,0.009183
396,0.99,1.9812,0.0091
397,0.9925,1.831,0.00841
398,0.995,2.0103,0.009233
399,0.9975,2.0425,0.009381
400,1.0,2.11,0.009691
401,1.0025,2.2645,0.010401
402,1.005,2.5447,0.011688
403,1.0075,2.7075,0.012436
404,1.01,2.4788,0.011385
405,1.0125,2.4561,0.011281
406,1.015,2.355,0.010817
407,1.0175,2.6814,0.012316
408,1.02,2.8866,0.013258
409,1.0225,3.1642,0.014533
410,1.025,3.3963,0.015599
411,1.0275,3.5902,0.01649
412,1.03,3.846,0.017665
413,1.0325,3.9831,0.018294
414,1.035,4.3035,0.019766
415,1.0375,4.2344,0.019449
416,1.04,4.674,0.021467
417,1.0425,4.899,0.022501
418,1.045,4.3621,0.020035
419,1.0475,3.9906,0.018329
420,1.05,4.083,0.018753
421,1.0525,4.4975,0.020657
422,1.055,4.3685,0.020065
423,1.0575,4.2613,0.019572
424,1.06,4.3861,0.020145
425,1.0625,4.6746,0.02147
426,1.065,4.5121,0.020724
427,1.0675,4.5714,0.020996
428,1.07,4.2139,0.019354
429,1.0725,4.2628,0.019579
430,1.075,4.2973,0.019737
431,1.0775,4.7649,0.021885
432,1.08,4.8689,0.022363
433,1.0825,4.8338,0.022202
434,1.085,4.7169,0.021665
435,1.0875,4.5672,0.020977
436,1.09,4.7203,0.02168
437,1.0925,4.8823,0.022424
438,1.095,4.6894,0.021538
439,1.0975,4.3648,0.020047
440,1.1,4.1047,0.018853
441,1.1025,4.1762,0.019181
442,1.105,3.6444,0.016739
443,1.1075,4.0334,0.018525
444,1.11,4.3944,0.020184
445,1.1125,4.2759,0.019639
446,1.115,4.0345,0.018531
447,1.1175,3.7671,0.017303
448,1.12,3.6986,0.016988
449,1.1225,4.1546,0.019082
450,1.125,4.1575,0.019095
451,1.1275,4.0108,0.018422
452,1.13,3.9581,0.01818
453,1.1325,3.8951,0.01789
454,1.135,3.6772,0.016889
455,1.1375,3.7032,0.017009
456,1.14,3.6485,0.016758
457,1.1425,3.9521,0.018152
458,1.145,4.2394,0.019472
459,1.1475,4.3057,0.019776
460,1.15,4.3185,0.019835
461,1.1525,4.2844,0.019678
462,1.155,4.3056,0.019776
463,1.1575,4.3633,0.020041
464,1.16,4.2157,0.019363
465,1.1625,4.2504,0.019522
466,1.165,4.3064,0.01978
467,1.1675,4.3049,0.019772
468,1.17,4.356,0.020007
469,1.1725,4.2049,0.019313
470,1.175,3.8248,0.017567
471,1.1775,3.4272,0.015741
472,1.18,3.3582,0.015424
473,1.1825,3.0495,0.014007
474,1.185,3.1388,0.014417
475,1.1875,2.6461,0.012153
476,1.19,2.9909,0.013737
477,1.1925,3.132,0.014385
478,1.195,2.8944,0.013294
479,1.1975,2.8265,0.012982
480,1.2,2.8299,0.012998
481,1.2025,2.6149,0.01201
482,1.205,2.795,0.012838
483,1.2075,2.4357,0.011187
484,1.21,2.4594,0.011296
485,1.2125,2.3774,0.01092
486,1.215,2.0597,0.00946
487,1.2175,2.1294,0.00978
488,1.22,1.7267,0.007931
489,1.2225,1.3935,0.0064
490,1.225,1.2399,0.005695
491,1.2275,1.1084,0.005091
492,1.23,1.2414,0.005702
493,1.2325,0.9772,0.004488
494,1.235,0.9973,0.004581
495,1.2375,1.2256,0.005629
496,1.24,0.9445,0.004338
497,1.2425,0.6604,0.003033
498,1.245,0.8388,0.003853
499,1.2475,1.1823,0.00543
500,1.25,0.9818,0.00451
501,1.2525,1.1168,0.00513
502,1.255,1.3246,0.006084
503,1.2575,1.3245,0.006084
504,1.26,1.0604,0.004871
505,1.2625,1.1629,0.005341
506,1.265,0.6471,0.002972
507,1.2675,0.5241,0.002407
508,1.27,0.5853,0.002688
509,1.2725,1.094,0.005025
510,1.275,1.2026,0.005524
511,1.2775,1.2263,0.005632
512,1.28,1.0762,0.004943
513,1.2825,1.2308,0.005653
514,1.285,1.3234,0.006078
515,1.2875,1.0755,0.00494
516,1.29,1.292,0.005934
517,1.2925,1.3383,0.006147
518,1.295,1.5415,0.00708
519,1.2975,1.3531,0.006215
520,1.3,1.1553,0.005306
521,1.3025,1.0547,0.004844
522,1.305,1.1644,0.005348
523,1.3075,1.4553,0.006684
524,1.31,1.5809,0.007261
525,1.3125,1.3835,0.006354
526,1.315,1.7388,0.007986
527,1.3175,1.9054,0.008751
528,1.32,2.1416,0.009837
529,1.3225,1.9632,0.009017
530,1.325,1.8501,0.008498
531,1.3275,1.7811,0.008181
532,1.33,1.8686,0.008583
533,1.3325,1.4715,0.006759
534,1.335,1.4658,0.006732
535,1.3375,1.5681,0.007202
536,1.34,1.8716,0.008596
537,1.3425,2.523,0.011588
538,1.345,2.2669,0.010412
539,1.3475,2.6718,0.012272
540,1.35,2.8861,0.013256
541,1.3525,2.5693,0.011801
542,1.355,2.7173,0.012481
543,1.3575,2.9469,0.013535
544,1.36,3.2114,0.01475
545,1.3625,3.3939,0.015588
546,1.365,3.5055,0.016101
547,1.3675,3.6213,0.016632
548,1.37,3.1932,0.014666
549,1.3725,2.9282,0.013449
550,1.375,3.2328,0.014848
551,1.3775,3.4783,0.015976
552,1.38,3.418,0.015699
553,1.3825,3.0747,0.014122
554,1.385,3.3524,0.015398
555,1.3875,3.7915,0.017414
556,1.39,3.2336,0.014852
557,1.3925,3.0805,0.014149
558,1.395,2.7943,0.012834
559,1.3975,2.6027,0.011954
560,1.4,2.5735,0.01182
561,1.4025,3.0684,0.014093
562,1.405,2.8802,0.013229
563,1.4075,2.5033,0.011498
564,1.41,1.9614,0.009009
565,1.4125,2.2385,0.010281
566,1.415,2.4653,0.011323
567,1.4175,2.5363,0.011649
568,1.42,2.8249,0.012975
569,1.4225,3.436,0.015781
570,1.425,3.15,0.014468
571,1.4275,3.0717,0.014108
572,1.43,3.1869,0.014637
573,1.4325,3.35,0.015387
574,1.435,3.6174,0.016615
575,1.4375,3.445,0.015823
576,1.44,2.9135,0.013382
577,1.4425,3.1949,0.014674
578,1.445,3.5267,0.016198
579,1.4475,3.1052,0.014262
580,1.45,3.0866,0.014177
581,1.4525,3.3081,0.015194
582,1.455,3.7419,0.017187
583,1.4575,3.8281,0.017582
584,1.46,3.8855,0.017846
585,1.4625,3.8233,0.017561
586,1.465,3.7647,0.017291
587,1.4675,3.5253,0.016192
588,1.47,3.2939,0.015129
589,1.4725,3.4241,0.015727
590,1.475,2.6915,0.012362
591,1.4775,3.0737,0.014118
592,1.48,3.4324,0.015765
593,1.4825,3.5981,0.016526
594,1.485,3.4222,0.015718
595,1.4875,2.8796,0.013226
596,1.49,3.5777,0.016432
597,1.4925,3.5536,0.016322
598,1.495,3.6686,0.01685
599,1.4975,3.688,0.016939
600,1.5,3.7299,0.017131
601,1.5025,4.0876,0.018774
602,1.505,3.5953,0.016513
603,1.5075,3.6356,0.016698
604,1.51,3.9936,0.018343
605,1.5125,3.8767,0.017806
606,1.515,4.2413,0.01948
607,1.5175,4.4374,0.020381
608,1.52,4.4833,0.020592
609,1.5225,4.162,0.019116
610,1.525,4.1112,0.018883
611,1.5275,4.2773,0.019645
612,1.53,4.0847,0.018761
613,1.5325,4.3158,0.019823
614,1.535,4.3115,0.019803
615,1.5375,4.2951,0.019727
616,1.54,4.1544,0.019081
617,1.5425,4.1462,0.019043
618,1.545,4.1338,0.018987
619,1.5475,4.2119,0.019345
620,1.55,4.0522,0.018612
621,1.5525,3.6396,0.016717
622,1.555,3.7283,0.017124
623,1.5575,3.5321,0.016223
624,1.56,3.4099,0.015662
625,1.5625,3.8828,0.017834
626,1.565,3.702,0.017003
627,1.5675,3.7086,0.017033
628,1.57,3.724,0.017104
629,1.5725,3.8726,0.017787
630,1.575,3.5116,0.016129
631,1.5775,3.233,0.014849
632,1.58,3.1769,0.014592
633,1.5825,3.3397,0.015339
634,1.585,3.3186,0.015242
635,1.5875,3.0704,0.014102
636,1.59,2.8568,0.013121
637,1.5925,2.7821,0.012778
638,1.595,2.5239,0.011592
639,1.5975,2.7539,0.012649
640,1.6,3.1431,0.014436
641,1.6025,2.8566,0.01312
642,1.605,3.2949,0.015133
643,1.6075,3.1767,0.014591
644,1.61,2.7748,0.012745
645,1.6125,2.4938,0.011454
646,1.615,2.2692,0.010423
647,1.6175,2.7813,0.012775
648,1.62,3.0111,0.01383
649,1.6225,3.0005,0.013781
650,1.625,3.2212,0.014795
651,1.6275,3.2713,0.015025
652,1.63,3.0181,0.013862
653,1.6325,2.6335,0.012096
654,1.635,2.1383,0.009821
655,1.6375,1.9698,0.009047
656,1.64,2.0153,0.009256
657,1.6425,1.7268,0.007931
658,1.645,1.3048,0.005993
659,1.6475,1.5741,0.00723
660,1.65,1.7424,0.008003
661,1.6525,1.8385,0.008444
662,1.655,1.6491,0.007574
663,1.6575,1.5388,0.007068
664,1.66,1.3615,0.006253
665,1.6625,1.0799,0.00496
666,1.665,1.1499,0.005281
667,1.6675,0.9719,0.004464
668,1.67,0.6536,0.003002
669,1.6725,1.0072,0.004626
670,1.675,0.8872,0.004075
671,1.6775,0.5057,0.002323
672,1.68,0.3495,0.001605
673,1.6825,0.4468,0.002052
674,1.685,0.3378,0.001552
675,1.6875,0.5657,0.002598
676,1.69,0.2717,0.001248
677,1.6925,-0.009,-4.1e-05
678,1.695,0.3861,0.001773
679,1.6975,0.1076,0.000494
680,1.7,-0.2979,-0.001368
681,1.7025,-0.0111,-5.1e-05
682,1.705,0.0509,0.000234
683,1.7075,0.3479,0.001598
684,1.71,0.17,0.000781
685,1.7125,-0.0864,-0.000397
686,1.715,-0.1918,-0.000881
687,1.7175,0.0542,0.000249
688,1.72,-0.067,-0.000308
689,1.7225,-0.2983,-0.00137
690,1.725,-0.1985,-0.000912
691,1.7275,0.2722,0.00125
692,1.73,0.486,0.002232
693,1.7325,0.7586,0.003484
694,1.735,0.4998,0.002296
695,1.7375,0.5024,0.002307
696,1.74,0.5405,0.002483
697,1.7425,1.209,0.005553
698,1.745,1.032,0.00474
699,1.7475,0.4933,0.002266
700,1.75,0.4434,0.002036
701,1.7525,0.5752,0.002642
702,1.755,0.4576,0.002102
703,1.7575,0.3711,0.001705
704,1.76,0.291,0.001337
705,1.7625,0.5166,0.002373
706,1.765,0.5931,0.002724
707,1.7675,0.6656,0.003057
708,1.77,0.2811,0.001291
709,1.7725,0.0018,8e-06
710,1.775,-0.1218,-0.000559
711,1.7775,0.0899,0.000413
712,1.78,0.1327,0.00061
713,1.7825,-0.0162,-7.4e-05
714,1.785,-0.0238,-0.000109
715,1.7875,-0.1001,-0.00046
716,1.79,-0.2394,-0.001099
717,1.7925,-0.0036,-1.7e-05
718,1.795,-0.6687,-0.003072
719,1.7975,-1.0417,-0.004785
720,1.8,-1.0392,-0.004773
721,1.8025,-1.106,-0.00508
722,1.805,-1.2993,-0.005968
723,1.8075,-1.4524,-0.006671
724,1.81,-1.5971,-0.007335
725,1.8125,-1.4907,-0.006847
726,1.815,-1.664,-0.007643
727,1.8175,-1.8595,-0.008541
728,1.82,-1.9336,-0.008881
729,1.8225,-1.523,-0.006995
730,1.825,-1.5465,-0.007103
731,1.8275,-1.5596,-0.007163
732,1.83,-1.68,-0.007716
733,1.8325,-1.7292,-0.007942
734,1.835,-1.495,-0.006867
735,1.8375,-1.3228,-0.006076
736,1.84,-1.654,-0.007597
737,1.8425,-1.8444,-0.008472
738,1.845,-1.3741,-0.006311
739,1.8475,-1.4136,-0.006493
740,1.85,-1.1135,-0.005114
741,1.8525,-1.1483,-0.005274
742,1.855,-1.063,-0.004882
743,1.8575,-0.6979,-0.003205
744,1.86,-0.7468,-0.00343
745,1.8625,-0.8625,-0.003961
746,1.865,-0.9222,-0.004236
747,1.8675,-0.5604,-0.002574
748,1.87,-0.6075,-0.00279
749,1.8725,-0.4013,-0.001843
750,1.875,-0.6231,-0.002862
751,1.8775,-0.5005,-0.002299
752,1.88,-0.0887,-0.000407
753,1.8825,-0.0706,-0.000324
754,1.885,-0.4932,-0.002265
755,1.8875,-0.6622,-0.003042
756,1.89,-0.6995,-0.003213
757,1.8925,-0.5884,-0.002703
758,1.895,-0.3367,-0.001546
759,1.8975,-0.262,-0.001203
760,1.9,-0.1098,-0.000504
761,1.9025,-0.0515,-0.000237
762,1.905,-0.1766,-0.000811
763,1.9075,0.0243,0.000112
764,1.91,-0.3567,-0.001638
765,1.9125,-0.4786,-0.002198
766,1.915,0.0845,0.000388
767,1.9175,0.2428,0.001115
768,1.92,-0.0657,-0.000302
769,1.9225,-0.353,-0.001621
770,1.925,0.0603,0.000277
771,1.9275,0.0662,0.000304
772,1.93,0.3006,0.00138
773,1.9325,0.136,0.000625
774,1.935,-0.3593,-0.00165
775,1.9375,-0.2867,-0.001317
776,1.94,-0.0381,-0.000175
777,1.9425,-0.2854,-0.001311
778,1.945,-0.1487,-0.000683
779,1.9475,-0.2551,-0.001172
780,1.95,0.0195,9e-05
781,1.9525,0.1276,0.000586
782,1.955,-0.3252,-0.001494
783,1.9575,-0.8991,-0.00413
784,1.96,-1.0492,-0.004819
785,1.9625,-0.7805,-0.003585
786,1.965,-0.9048,-0.004156
787,1.9675,-0.9116,-0.004187
788,1.97,-0.8433,-0.003873
789,1.9725,-0.6161,-0.00283
790,1.975,-0.6804,-0.003125
791,1.9775,-1.4413,-0.00662
792,1.98,-1.4025,-0.006442
793,1.9825,-1.3205,-0.006065
794,1.985,-1.234,-0.005668
795,1.9875,-1.2539,-0.005759
796,1.99,-1.1946,-0.005487
797,1.9925,-1.4644,-0.006726
798,1.995,-1.504,-0.006908
799,1.9975,-1.3373,-0.006142
800,2.0,-1.4091,-0.006472
801,2.0025,-1.6263,-0.00747
802,2.005,-1.5703,-0.007212
803,2.0075,-1.0528,-0.004835
804,2.01,-1.1314,-0.005197
805,2.0125,-1.4309,-0.006572
806,2.015,-1.8104,-0.008315
807,2.0175,-2.1167,-0.009722
808,2.02,-2.2015,-0.010112
809,2.0225,-2.3269,-0.010687
810,2.025,-2.6531,-0.012186
811,2.0275,-2.2377,-0.010278
812,2.03,-1.9767,-0.009079
813,2.0325,-1.8609,-0.008547
814,2.035,-1.866,-0.00857
815,2.0375,-1.7757,-0.008156
816,2.04,-1.4098,-0.006475
817,2.0425,-1.065,-0.004892
818,2.045,-0.9836,-0.004518
819,2.0475,-1.1925,-0.005477
820,2.05,-1.4164,-0.006506
821,2.0525,-0.9666,-0.00444
822,2.055,-0.3957,-0.001818
823,2.0575,-0.3066,-0.001408
824,2.06,-0.1773,-0.000814
825,2.0625,-0.0672,-0.000309
826,2.065,-0.0629,-0.000289
827,2.0675,0.0622,0.000286
828,2.07,-0.2655,-0.001219
829,2.0725,0.1313,0.000603
830,2.075,0.405,0.00186
831,2.0775,0.5891,0.002706
832,2.08,0.688,0.00316
